Date,Time,Open,High,Low,Close,Volume
2009.09.28,0:00,1.4699,1.4719,1.4563,1.462,311343
2009.09.29,0:00,1.4619,1.4645,1.4525,1.4586,375338
2009.09.30,0:00,1.4585,1.4672,1.4573,1.464,380576
2009.10.01,0:00,1.464,1.4666,1.4516,1.4542,362570
2009.10.02,0:00,1.4541,1.4647,1.4479,1.4572,334881
2009.10.05,0:00,1.4608,1.4669,1.458,1.4647,286091
2009.10.06,0:00,1.4646,1.4762,1.4645,1.472,309920
2009.10.07,0:00,1.472,1.4736,1.465,1.469,309985
2009.10.08,0:00,1.4689,1.4817,1.4682,1.4793,335541
2009.10.09,0:00,1.4792,1.4797,1.4673,1.4726,307090
2009.10.12,0:00,1.4721,1.4813,1.4676,1.4772,252784
2009.10.13,0:00,1.4771,1.4876,1.4761,1.4852,345576
2009.10.14,0:00,1.4853,1.4946,1.4838,1.4925,367558
2009.10.15,0:00,1.4924,1.4967,1.4842,1.4947,371901
2009.10.16,0:00,1.4946,1.4967,1.4848,1.4904,371347
2009.10.19,0:00,1.4883,1.4966,1.4828,1.4962,323996
2009.10.20,0:00,1.4962,1.4994,1.4882,1.4945,343363
2009.10.21,0:00,1.4944,1.5046,1.4888,1.5015,385963
2009.10.22,0:00,1.5015,1.5038,1.4943,1.5033,372554
2009.10.23,0:00,1.5032,1.506,1.4985,1.5006,363802
2009.10.26,0:00,1.4992,1.5063,1.4844,1.4876,342000
2009.10.27,0:00,1.4875,1.4927,1.477,1.4803,399553
2009.10.28,0:00,1.4802,1.4841,1.469,1.4708,449384
2009.10.29,0:00,1.4707,1.4859,1.4682,1.482,404958
2009.10.30,0:00,1.4821,1.4858,1.4703,1.4721,402068
2009.11.02,0:00,1.4717,1.4845,1.4684,1.4776,407122
2009.11.03,0:00,1.4775,1.481,1.4626,1.4722,447238
2009.11.04,0:00,1.4723,1.4909,1.4702,1.486,402286
2009.11.05,0:00,1.4861,1.4918,1.4811,1.4869,376387
2009.11.06,0:00,1.487,1.4914,1.4812,1.4845,348857
2009.11.09,0:00,1.4883,1.502,1.4852,1.4998,325403
2009.11.10,0:00,1.4998,1.502,1.4937,1.4992,359504
2009.11.11,0:00,1.4992,1.5048,1.4953,1.4986,309433
2009.11.12,0:00,1.4986,1.5016,1.482,1.4849,347164
2009.11.13,0:00,1.4849,1.4938,1.4824,1.4908,302392
2009.11.16,0:00,1.4918,1.5016,1.488,1.4969,276768
2009.11.17,0:00,1.4969,1.4998,1.4807,1.4876,322051
2009.11.18,0:00,1.4875,1.499,1.4858,1.4962,311911
2009.11.19,0:00,1.4962,1.4965,1.4843,1.4924,301488
2009.11.20,0:00,1.4924,1.4935,1.48,1.486,299281
2009.11.23,0:00,1.4855,1.4999,1.4832,1.4959,266551
2009.11.24,0:00,1.496,1.4988,1.4888,1.4968,341459
2009.11.25,0:00,1.4967,1.5144,1.4954,1.5133,332214
2009.11.26,0:00,1.5134,1.5141,1.4959,1.5018,277820
2009.11.27,0:00,1.5017,1.5018,1.4827,1.4983,371800
2009.11.30,0:00,1.5009,1.5083,1.4963,1.5006,352869
2009.12.01,0:00,1.5005,1.5117,1.497,1.5079,319061
2009.12.02,0:00,1.508,1.5109,1.5032,1.5043,286767
2009.12.03,0:00,1.5042,1.5141,1.5042,1.5053,304958
2009.12.04,0:00,1.5052,1.5092,1.4821,1.4858,317710
2009.12.07,0:00,1.4855,1.4905,1.4755,1.4825,367693
2009.12.08,0:00,1.4824,1.4867,1.468,1.4703,352876
2009.12.09,0:00,1.4702,1.4782,1.4668,1.4723,351065
2009.12.10,0:00,1.4724,1.476,1.4683,1.4731,309131
2009.12.11,0:00,1.473,1.4776,1.4585,1.4625,295015
2009.12.14,0:00,1.4621,1.4685,1.4597,1.4655,270952
2009.12.15,0:00,1.4656,1.4662,1.4503,1.4537,263412
2009.12.16,0:00,1.4536,1.459,1.4504,1.453,298845
2009.12.17,0:00,1.453,1.4535,1.4304,1.4337,349035
2009.12.18,0:00,1.4336,1.4412,1.426,1.4337,263655
2009.12.21,0:00,1.4311,1.4373,1.4267,1.4277,223496
2009.12.22,0:00,1.4276,1.4332,1.4216,1.4247,239317
2009.12.23,0:00,1.4248,1.4366,1.4233,1.4336,175091
2009.12.24,0:00,1.4336,1.4418,1.4322,1.4382,76520
2009.12.25,0:00,1.4384,1.4396,1.4357,1.4396,958
2009.12.28,0:00,1.4383,1.4413,1.4352,1.4378,108362
2009.12.29,0:00,1.4378,1.4458,1.4331,1.4352,198911
2009.12.30,0:00,1.4352,1.4361,1.4272,1.4338,198452
2009.12.31,0:00,1.4337,1.444,1.4306,1.4327,119159
2010.01.04,0:00,1.43,1.4456,1.4256,1.4411,274242
2010.01.05,0:00,1.4412,1.4484,1.4345,1.4364,299229
2010.01.06,0:00,1.4365,1.4435,1.4282,1.4406,281712
2010.01.07,0:00,1.4407,1.4447,1.4298,1.4307,288498
2010.01.08,0:00,1.4306,1.4439,1.4263,1.4407,291601
2010.01.11,0:00,1.4427,1.4557,1.4407,1.4512,267421
2010.01.12,0:00,1.4511,1.4545,1.4453,1.4485,284385
2010.01.13,0:00,1.4484,1.4579,1.4456,1.4509,299427
2010.01.14,0:00,1.4509,1.4555,1.4445,1.4499,272032
2010.01.15,0:00,1.4499,1.4512,1.4336,1.4389,282982
2010.01.18,0:00,1.4354,1.44,1.4334,1.4381,134423
2010.01.19,0:00,1.438,1.4414,1.4251,1.4287,242874
2010.01.20,0:00,1.4286,1.4295,1.4079,1.4105,288488
2010.01.21,0:00,1.4104,1.4143,1.4028,1.4083,288813
2010.01.22,0:00,1.4083,1.4182,1.4065,1.4136,265419
2010.01.25,0:00,1.4155,1.4194,1.4127,1.415,227457
2010.01.26,0:00,1.4149,1.4179,1.4042,1.407,292235
2010.01.27,0:00,1.4071,1.4096,1.3992,1.4023,297613
2010.01.28,0:00,1.4022,1.4052,1.3945,1.397,297891
2010.01.29,0:00,1.397,1.3987,1.3861,1.3863,283348
2010.02.01,0:00,1.3862,1.3938,1.3852,1.393,299469
2010.02.02,0:00,1.3929,1.3974,1.3885,1.3963,310766
2010.02.03,0:00,1.3963,1.4026,1.3885,1.3893,314540
2010.02.04,0:00,1.3892,1.3902,1.3722,1.3722,355736
2010.02.05,0:00,1.3722,1.3746,1.3585,1.3676,407692
2010.02.08,0:00,1.366,1.3713,1.362,1.3647,331295
2010.02.09,0:00,1.3648,1.3839,1.3642,1.3796,399807
2010.02.10,0:00,1.3796,1.3812,1.3676,1.3736,361026
2010.02.11,0:00,1.3735,1.3801,1.3595,1.3692,366118
2010.02.12,0:00,1.3691,1.3695,1.3531,1.3632,356161
2010.02.15,0:00,1.3624,1.3634,1.3578,1.3597,163219
2010.02.16,0:00,1.3597,1.3779,1.3588,1.377,299801
2010.02.17,0:00,1.3769,1.3788,1.3585,1.3606,324689
2010.02.18,0:00,1.3605,1.3654,1.3495,1.3525,345807
2010.02.19,0:00,1.3524,1.3619,1.3444,1.3616,360343
2010.02.22,0:00,1.3635,1.3653,1.3573,1.3595,269990
2010.02.23,0:00,1.3594,1.3692,1.3496,1.3512,327337
2010.02.24,0:00,1.3507,1.3626,1.3501,1.3539,100364
2010.02.25,0:00,1.3539,1.357,1.3451,1.3547,81477
2010.02.26,0:00,1.3547,1.3683,1.353,1.3631,77841
2010.03.01,0:00,1.3622,1.3654,1.346,1.3559,82536
2010.03.02,0:00,1.3559,1.3621,1.3434,1.3614,80569
2010.03.03,0:00,1.3613,1.3735,1.3592,1.3695,79264
2010.03.04,0:00,1.3695,1.3712,1.3551,1.358,71192
2010.03.05,0:00,1.3579,1.363,1.353,1.3623,61362
2010.03.08,0:00,1.3631,1.3704,1.3605,1.3633,61782
2010.03.09,0:00,1.3633,1.3635,1.3537,1.36,64502
2010.03.10,0:00,1.36,1.3679,1.3544,1.3656,60785
2010.03.11,0:00,1.3655,1.3687,1.3621,1.368,54209
2010.03.12,0:00,1.3679,1.3796,1.3669,1.3768,55540
2010.03.15,0:00,1.3774,1.3776,1.3639,1.3676,51573
2010.03.16,0:00,1.3675,1.3783,1.3656,1.3765,67100
2010.03.17,0:00,1.3764,1.3817,1.3726,1.3737,63791
2010.03.18,0:00,1.3736,1.374,1.3586,1.3607,68092
2010.03.19,0:00,1.3607,1.3626,1.3502,1.3531,64758
2010.03.22,0:00,1.3535,1.3568,1.3463,1.3557,14413
2010.03.23,0:00,1.3558,1.3569,1.3476,1.3498,15400
2010.03.24,0:00,1.3499,1.3505,1.3312,1.3313,19382
2010.03.25,0:00,1.3314,1.3387,1.3267,1.3271,18533
2010.03.26,0:00,1.3272,1.3425,1.3267,1.3407,16996
2010.03.29,0:00,1.3472,1.3506,1.3419,1.3482,15771
2010.03.30,0:00,1.3481,1.3537,1.3395,1.3413,13445
2010.03.31,0:00,1.3412,1.3548,1.3384,1.3509,15974
2010.04.01,0:00,1.351,1.3591,1.346,1.3587,14827
2010.04.02,0:00,1.3588,1.3591,1.3476,1.3503,6762
2010.04.05,0:00,1.3498,1.3539,1.3461,1.3483,6809
2010.04.06,0:00,1.3483,1.3496,1.3355,1.3398,13815
2010.04.07,0:00,1.3399,1.3408,1.3326,1.3343,12627
2010.04.08,0:00,1.3343,1.3366,1.3282,1.336,13878
2010.04.09,0:00,1.336,1.3498,1.3342,1.3497,14239
2010.04.12,0:00,1.3659,1.3692,1.3566,1.359,16462
2010.04.13,0:00,1.3591,1.3627,1.3546,1.3612,14218
2010.04.14,0:00,1.3613,1.3678,1.3596,1.3652,14693
2010.04.15,0:00,1.3652,1.3666,1.3521,1.3572,13463
2010.04.16,0:00,1.3572,1.3584,1.3472,1.3504,16610
2010.04.19,0:00,1.347,1.3497,1.3416,1.3488,13926
2010.04.20,0:00,1.3488,1.3522,1.3428,1.3434,12779
2010.04.21,0:00,1.3434,1.3447,1.3358,1.3388,14260
2010.04.22,0:00,1.3389,1.3421,1.3259,1.3294,15870
2010.04.23,0:00,1.3293,1.3399,1.3202,1.3377,19090
2010.04.26,0:00,1.3345,1.3397,1.3291,1.3381,14726
2010.04.27,0:00,1.3382,1.3415,1.3166,1.3174,20682
2010.04.28,0:00,1.3173,1.3258,1.3114,1.3219,21724
2010.04.29,0:00,1.322,1.3278,1.3184,1.3233,18123
2010.04.30,0:00,1.3233,1.3342,1.3224,1.3301,15942
2010.05.03,0:00,1.3356,1.3358,1.3154,1.3193,12403
2010.05.04,0:00,1.3194,1.3213,1.2981,1.2987,18639
2010.05.05,0:00,1.2986,1.2996,1.2804,1.2813,24087
2010.05.06,0:00,1.2812,1.2856,1.2519,1.2618,35349
2010.05.07,0:00,1.2618,1.2798,1.2586,1.2749,39795
2010.05.10,0:00,1.2916,1.3094,1.2759,1.2786,36970
2010.05.11,0:00,1.2785,1.2802,1.2656,1.2661,29161
2010.05.12,0:00,1.2661,1.2739,1.2605,1.2613,23951
2010.05.13,0:00,1.2614,1.2684,1.2518,1.2534,21973
2010.05.14,0:00,1.2533,1.2576,1.2354,1.2366,27490
2010.05.17,0:00,1.2341,1.2414,1.2234,1.2395,30328
2010.05.18,0:00,1.2395,1.2444,1.2161,1.2202,32353
2010.05.19,0:00,1.2202,1.2423,1.2144,1.2414,36203
2010.05.20,0:00,1.2415,1.2597,1.2296,1.2485,37594
2010.05.21,0:00,1.2485,1.2672,1.2455,1.2563,35888
2010.05.24,0:00,1.2537,1.2562,1.2344,1.2371,23839
2010.05.25,0:00,1.2371,1.2371,1.2178,1.2344,29854
2010.05.26,0:00,1.2344,1.2386,1.2167,1.2176,26382
2010.05.27,0:00,1.2176,1.2394,1.2153,1.2361,29804
2010.05.28,0:00,1.236,1.2453,1.2265,1.227,26635
2010.05.31,0:00,1.2268,1.2334,1.2259,1.2304,12776
2010.06.01,0:00,1.2304,1.2353,1.2111,1.2228,27591
2010.06.02,0:00,1.2227,1.2273,1.2175,1.2248,27491
2010.06.03,0:00,1.2249,1.2326,1.2152,1.2162,23235
2010.06.04,0:00,1.2161,1.2215,1.1955,1.1973,24912
2010.06.07,0:00,1.1924,1.1991,1.1876,1.1921,27892
2010.06.08,0:00,1.1922,1.2009,1.1901,1.1972,25235
2010.06.09,0:00,1.1973,1.2073,1.1924,1.1978,20726
2010.06.10,0:00,1.1977,1.2139,1.1957,1.2124,23363
2010.06.11,0:00,1.2123,1.2152,1.2045,1.2106,20350
2010.06.14,0:00,1.2128,1.2298,1.2115,1.222,18781
2010.06.15,0:00,1.2221,1.2349,1.2168,1.2331,20735
2010.06.16,0:00,1.2332,1.2353,1.2255,1.2309,17801
2010.06.17,0:00,1.2308,1.2412,1.2242,1.2387,19506
2010.06.18,0:00,1.2387,1.2416,1.2353,1.239,13870
2010.06.21,0:00,1.2447,1.2467,1.2304,1.2311,21261
2010.06.22,0:00,1.2312,1.2353,1.2252,1.2269,22667
2010.06.23,0:00,1.2269,1.2343,1.2208,1.2309,18500
2010.06.24,0:00,1.2309,1.2387,1.2262,1.2332,18186
2010.06.25,0:00,1.2332,1.2395,1.2254,1.2382,19060
2010.06.28,0:00,1.237,1.2397,1.2265,1.2276,15303
2010.06.29,0:00,1.2275,1.2291,1.2151,1.2187,18843
2010.06.30,0:00,1.2186,1.2304,1.2167,1.2236,20688
2010.07.01,0:00,1.2235,1.254,1.2193,1.2526,23360
2010.07.02,0:00,1.2527,1.2611,1.2482,1.2566,18842
2010.07.05,0:00,1.256,1.2562,1.2509,1.2537,8766
2010.07.06,0:00,1.2536,1.2662,1.248,1.2625,18506
2010.07.07,0:00,1.2626,1.2665,1.2553,1.2638,17105
2010.07.08,0:00,1.2637,1.2712,1.2621,1.2696,16428
2010.07.09,0:00,1.2696,1.2722,1.2608,1.2645,8619
2010.07.12,0:00,1.2633,1.2646,1.2551,1.2595,12571
2010.07.13,0:00,1.2594,1.2738,1.2523,1.2723,15804
2010.07.14,0:00,1.2724,1.2777,1.2682,1.2741,15352
2010.07.15,0:00,1.2741,1.2954,1.2709,1.2948,18092
2010.07.16,0:00,1.2949,1.3007,1.289,1.2928,17165
2010.07.19,0:00,1.2904,1.2991,1.2871,1.2935,16842
2010.07.20,0:00,1.2933,1.3028,1.2839,1.2878,16449
2010.07.21,0:00,1.2877,1.2913,1.2732,1.2753,17548
2010.07.22,0:00,1.2752,1.2931,1.2737,1.2892,18292
2010.07.23,0:00,1.2892,1.2965,1.2793,1.2913,21401
2010.07.26,0:00,1.2886,1.3005,1.2876,1.2992,16222
2010.07.27,0:00,1.2992,1.3045,1.2952,1.2995,17396
2010.07.28,0:00,1.2995,1.3042,1.2967,1.2994,16962
2010.07.29,0:00,1.2994,1.3107,1.2978,1.3077,15332
2010.07.30,0:00,1.3078,1.3093,1.298,1.3049,17037
2010.08.02,0:00,1.3063,1.3195,1.3054,1.3179,13825
2010.08.03,0:00,1.3179,1.3261,1.3147,1.323,14257
2010.08.04,0:00,1.323,1.324,1.3132,1.3161,14473
2010.08.05,0:00,1.3159,1.3236,1.3119,1.3189,15500
2010.08.06,0:00,1.3188,1.3334,1.3158,1.328,15502
2010.08.09,0:00,1.3291,1.3307,1.3216,1.3221,11558
2010.08.10,0:00,1.322,1.3232,1.3074,1.3175,17227
2010.08.11,0:00,1.3175,1.3186,1.2861,1.2862,20665
2010.08.12,0:00,1.2863,1.2932,1.278,1.2828,19380
2010.08.13,0:00,1.2829,1.2906,1.275,1.2751,17806
2010.08.16,0:00,1.2763,1.2871,1.2734,1.2826,17045
2010.08.17,0:00,1.2825,1.2916,1.2804,1.2884,17934
2010.08.18,0:00,1.2885,1.2922,1.2824,1.2852,17923
2010.08.19,0:00,1.2851,1.2902,1.2772,1.2822,20816
2010.08.20,0:00,1.2822,1.2832,1.2664,1.2712,19132
2010.08.23,0:00,1.2703,1.2729,1.2647,1.2655,19233
2010.08.24,0:00,1.2655,1.2718,1.2587,1.2626,24217
2010.08.25,0:00,1.2625,1.2726,1.2608,1.2657,24881
2010.08.26,0:00,1.2656,1.2764,1.265,1.2715,24411
2010.08.27,0:00,1.2714,1.2778,1.2676,1.2752,21951
2010.08.30,0:00,1.2759,1.2767,1.2658,1.2661,15057
2010.08.31,0:00,1.2662,1.2742,1.2625,1.2678,22405
2010.09.01,0:00,1.2678,1.2855,1.2663,1.2807,21495
2010.09.02,0:00,1.2808,1.2848,1.2776,1.2823,20292
2010.09.03,0:00,1.2822,1.2897,1.2808,1.2896,18066
2010.09.06,0:00,1.2889,1.2918,1.2866,1.2873,11864
2010.09.07,0:00,1.2873,1.2876,1.2677,1.2681,22611
2010.09.08,0:00,1.2682,1.2763,1.2659,1.2719,21473
2010.09.09,0:00,1.272,1.2765,1.2664,1.2693,20099
2010.09.10,0:00,1.2694,1.2746,1.2644,1.2679,19916
2010.09.13,0:00,1.2713,1.2892,1.2703,1.2881,20463
2010.09.14,0:00,1.2881,1.3033,1.2829,1.2996,23860
2010.09.15,0:00,1.2996,1.3036,1.2955,1.301,25448
2010.09.16,0:00,1.3008,1.3116,1.2975,1.3076,22745
2010.09.17,0:00,1.3076,1.3158,1.3019,1.3045,22500
2010.09.20,0:00,1.3062,1.3121,1.3028,1.306,17459
2010.09.21,0:00,1.306,1.3284,1.3057,1.3263,21913
2010.09.22,0:00,1.3262,1.3439,1.3247,1.3404,26874
2010.09.23,0:00,1.3405,1.3413,1.3304,1.3313,24311
2010.09.24,0:00,1.3313,1.3494,1.3286,1.3488,25357
2010.09.27,0:00,1.3483,1.3506,1.3425,1.3453,21366
2010.09.28,0:00,1.3452,1.3595,1.338,1.3584,27274
2010.09.29,0:00,1.3585,1.3646,1.3566,1.3625,24854
2010.09.30,0:00,1.3626,1.3683,1.3559,1.3633,28543
2010.10.01,0:00,1.3633,1.3791,1.3618,1.3789,23276
2010.10.04,0:00,1.3799,1.3805,1.3666,1.3684,21495
2010.10.05,0:00,1.3683,1.3858,1.3637,1.3837,25822
2010.10.06,0:00,1.3838,1.3947,1.3798,1.3928,24418
2010.10.07,0:00,1.3928,1.4028,1.3857,1.3924,25591
2010.10.08,0:00,1.3924,1.3983,1.3832,1.3933,25729
2010.10.11,0:00,1.3992,1.4011,1.3866,1.3875,18302
2010.10.12,0:00,1.3875,1.3935,1.3774,1.3923,27751
2010.10.13,0:00,1.3924,1.4001,1.3911,1.396,24074
2010.10.14,0:00,1.3961,1.4122,1.3954,1.4083,26534
2010.10.15,0:00,1.4082,1.4158,1.3936,1.3974,28987
2010.10.18,0:00,1.3988,1.3998,1.383,1.3932,27044
2010.10.19,0:00,1.3933,1.4002,1.3712,1.3725,31696
2010.10.20,0:00,1.3724,1.3991,1.3697,1.3962,27311
2010.10.21,0:00,1.3962,1.405,1.3871,1.3919,29519
2010.10.22,0:00,1.3918,1.3971,1.3857,1.3949,22439
2010.10.25,0:00,1.3971,1.4079,1.3934,1.3963,21669
2010.10.26,0:00,1.3962,1.3981,1.3825,1.3857,24035
2010.10.27,0:00,1.3857,1.3878,1.3734,1.3767,28472
2010.10.28,0:00,1.3766,1.3945,1.3763,1.3929,22492
2010.10.29,0:00,1.3928,1.395,1.3807,1.3937,24047
2010.11.01,0:00,1.396,1.4011,1.3863,1.3891,22342
2010.11.02,0:00,1.3891,1.4057,1.3881,1.4032,22299
2010.11.03,0:00,1.4032,1.4191,1.3991,1.4137,25985
2010.11.04,0:00,1.4135,1.4281,1.4102,1.4206,28920
2010.11.05,0:00,1.4207,1.4248,1.4023,1.403,25998
2010.11.08,0:00,1.4056,1.4085,1.3887,1.3918,25062
2010.11.09,0:00,1.3919,1.3973,1.375,1.3771,34202
2010.11.10,0:00,1.3771,1.3825,1.367,1.3781,33176
2010.11.11,0:00,1.3781,1.382,1.3636,1.3666,26457
2010.11.12,0:00,1.3665,1.3776,1.3573,1.3695,33617
2010.11.15,0:00,1.3705,1.375,1.3562,1.3586,23910
2010.11.16,0:00,1.3585,1.3655,1.3448,1.3487,26676
2010.11.17,0:00,1.3486,1.3564,1.346,1.3527,21251
2010.11.18,0:00,1.3525,1.3667,1.3524,1.3641,25109
2010.11.19,0:00,1.364,1.3731,1.3608,1.3672,23139
2010.11.22,0:00,1.3718,1.3786,1.3576,1.3625,23760
2010.11.23,0:00,1.3626,1.3632,1.3361,1.3365,29656
2010.11.24,0:00,1.3366,1.3421,1.3284,1.3333,28976
2010.11.25,0:00,1.3333,1.3386,1.3286,1.3357,17901
2010.11.26,0:00,1.3358,1.3361,1.32,1.3238,24437
2010.11.29,0:00,1.328,1.3301,1.3064,1.3123,28632
2010.11.30,0:00,1.3122,1.315,1.2968,1.2983,31307
2010.12.01,0:00,1.2982,1.3181,1.2971,1.3137,28533
2010.12.02,0:00,1.3137,1.3247,1.306,1.3207,29027
2010.12.03,0:00,1.3206,1.3438,1.3193,1.3413,25109
2010.12.06,0:00,1.3376,1.3422,1.3246,1.3306,25492
2010.12.07,0:00,1.3306,1.34,1.3257,1.326,26902
2010.12.08,0:00,1.3259,1.328,1.3179,1.326,27883
2010.12.09,0:00,1.3261,1.3322,1.3164,1.3237,27449
2010.12.10,0:00,1.3236,1.3282,1.3178,1.3226,20317
2010.12.13,0:00,1.3198,1.3433,1.3182,1.3389,21327
2010.12.14,0:00,1.339,1.3498,1.3362,1.3376,25854
2010.12.15,0:00,1.3374,1.3381,1.3208,1.3212,27856
2010.12.16,0:00,1.3211,1.3264,1.318,1.3241,23731
2010.12.17,0:00,1.3243,1.3358,1.3132,1.3185,22997
2010.12.20,0:00,1.3185,1.3185,1.3093,1.3129,20820
2010.12.21,0:00,1.3128,1.3201,1.3073,1.3099,21769
2010.12.22,0:00,1.31,1.3181,1.3078,1.3099,19877
2010.12.23,0:00,1.3098,1.3151,1.3055,1.3112,17903
2010.12.24,0:00,1.3111,1.3146,1.3086,1.3136,2939
2010.12.27,0:00,1.3114,1.317,1.3071,1.3163,12962
2010.12.28,0:00,1.3162,1.3274,1.3093,1.3113,18850
2010.12.29,0:00,1.3115,1.3238,1.3083,1.3224,16860
2010.12.30,0:00,1.3225,1.3314,1.3216,1.3289,17320
2010.12.31,0:00,1.3291,1.3424,1.3284,1.3382,13404
2011.01.03,0:00,1.3344,1.3395,1.325,1.3359,18216
2011.01.04,0:00,1.3359,1.3434,1.3292,1.3307,24280
2011.01.05,0:00,1.3307,1.3325,1.3125,1.3148,25368
2011.01.06,0:00,1.3148,1.3169,1.2996,1.3001,22953
2011.01.07,0:00,1.3001,1.3021,1.2904,1.291,27211
2011.01.10,0:00,1.2875,1.2964,1.2873,1.295,23339
2011.01.11,0:00,1.2949,1.2992,1.2905,1.2972,25077
2011.01.12,0:00,1.2971,1.3144,1.2961,1.313,28165
2011.01.13,0:00,1.3131,1.3383,1.3089,1.3363,28612
2011.01.14,0:00,1.3362,1.3457,1.3314,1.3387,27791
2011.01.17,0:00,1.3384,1.3384,1.3244,1.3292,18612
2011.01.18,0:00,1.3293,1.3466,1.3253,1.3386,27223
2011.01.19,0:00,1.3387,1.3538,1.3368,1.3472,26329
2011.01.20,0:00,1.3472,1.3523,1.3395,1.3471,28037
2011.01.21,0:00,1.347,1.3624,1.3448,1.3623,25384
2011.01.24,0:00,1.3639,1.3685,1.354,1.3636,22792
2011.01.25,0:00,1.3637,1.3703,1.3573,1.368,28098
2011.01.26,0:00,1.3681,1.3721,1.364,1.3711,25426
2011.01.27,0:00,1.3711,1.3758,1.3636,1.3732,26334
2011.01.28,0:00,1.3731,1.3746,1.3583,1.361,25208
2011.01.31,0:00,1.3587,1.3739,1.357,1.3693,25445
2011.02.01,0:00,1.3693,1.3842,1.3688,1.3826,25328
2011.02.02,0:00,1.3827,1.3861,1.3767,1.3808,22920
2011.02.03,0:00,1.3807,1.3825,1.3609,1.3632,24017
2011.02.04,0:00,1.3632,1.3677,1.3543,1.3584,21484
2011.02.07,0:00,1.3562,1.3626,1.3508,1.3581,20961
2011.02.08,0:00,1.3582,1.3688,1.3572,1.3624,24018
2011.02.09,0:00,1.3623,1.3743,1.3611,1.3731,22144
2011.02.10,0:00,1.373,1.3735,1.3576,1.36,22272
2011.02.11,0:00,1.36,1.362,1.3497,1.3546,22192
2011.02.14,0:00,1.3508,1.3558,1.3428,1.3487,21192
2011.02.15,0:00,1.3487,1.355,1.3461,1.3485,23003
2011.02.16,0:00,1.3484,1.3588,1.3462,1.3567,22360
2011.02.17,0:00,1.3566,1.3618,1.3536,1.3608,22033
2011.02.18,0:00,1.3608,1.3714,1.3545,1.3694,21990
2011.02.21,0:00,1.3697,1.3715,1.3647,1.3677,13887
2011.02.22,0:00,1.3678,1.3702,1.3525,1.3647,26590
2011.02.23,0:00,1.3648,1.3786,1.3647,1.3748,22089
2011.02.24,0:00,1.375,1.382,1.3704,1.3798,21544
2011.02.25,0:00,1.3799,1.3837,1.3723,1.3748,18113
2011.02.28,0:00,1.3756,1.3855,1.3711,1.3806,21862
2011.03.01,0:00,1.3805,1.3853,1.3762,1.3776,20825
2011.03.02,0:00,1.3775,1.389,1.3743,1.3864,19971
2011.03.03,0:00,1.3863,1.3975,1.3832,1.3968,18527
2011.03.04,0:00,1.3969,1.4007,1.394,1.3985,16213
2011.03.07,0:00,1.3992,1.4035,1.3955,1.3966,14683
2011.03.08,0:00,1.3965,1.3988,1.3862,1.3904,13771
2011.03.09,0:00,1.3903,1.3941,1.3855,1.3908,13883
2011.03.10,0:00,1.3907,1.3924,1.3775,1.3796,16884
2011.03.11,0:00,1.3797,1.3914,1.3752,1.3901,16747
2011.03.14,0:00,1.3964,1.4002,1.3904,1.3991,17454
2011.03.15,0:00,1.3991,1.4012,1.3855,1.3998,23039
2011.03.16,0:00,1.3997,1.4001,1.3866,1.3898,20874
2011.03.17,0:00,1.3897,1.4053,1.3868,1.4021,27197
2011.03.18,0:00,1.4021,1.4183,1.398,1.4181,22283
2011.03.21,0:00,1.4193,1.4239,1.4139,1.4225,13240
2011.03.22,0:00,1.4224,1.4248,1.4179,1.4196,15401
2011.03.23,0:00,1.4195,1.4214,1.4084,1.4086,17471
2011.03.24,0:00,1.4086,1.4219,1.4053,1.4176,17635
2011.03.25,0:00,1.4175,1.4193,1.4055,1.4088,17436
2011.03.28,0:00,1.404,1.4115,1.402,1.4086,14869
2011.03.29,0:00,1.4086,1.4148,1.4046,1.4112,16585
2011.03.30,0:00,1.4111,1.4147,1.4051,1.4126,18605
2011.03.31,0:00,1.4126,1.4232,1.4115,1.4156,18336
2011.04.01,0:00,1.4157,1.4245,1.4061,1.4232,18638
2011.04.04,0:00,1.4228,1.4268,1.4192,1.4219,14096
2011.04.05,0:00,1.422,1.4245,1.4151,1.4221,16174
2011.04.06,0:00,1.4221,1.4348,1.4207,1.433,16697
2011.04.07,0:00,1.433,1.4336,1.4242,1.4307,18908
2011.04.08,0:00,1.4307,1.4487,1.4291,1.4483,17565
2011.04.11,0:00,1.4472,1.4483,1.442,1.4435,14302
2011.04.12,0:00,1.4434,1.4519,1.4377,1.4477,21342
2011.04.13,0:00,1.4476,1.452,1.4413,1.4442,16570
2011.04.14,0:00,1.4441,1.4514,1.4365,1.4486,19318
2011.04.15,0:00,1.4488,1.4503,1.439,1.4429,15616
2011.04.18,0:00,1.441,1.442,1.4157,1.4232,21108
2011.04.19,0:00,1.4234,1.4352,1.4205,1.4333,18949
2011.04.20,0:00,1.4333,1.4546,1.4327,1.4521,20539
2011.04.21,0:00,1.4521,1.4648,1.4505,1.4551,21667
2011.04.22,0:00,1.4552,1.4588,1.4533,1.4558,6514
2011.04.25,0:00,1.456,1.4626,1.4525,1.458,15541
2011.04.26,0:00,1.458,1.4657,1.4493,1.4643,20466
2011.04.27,0:00,1.4642,1.4794,1.4632,1.4786,22025
2011.04.28,0:00,1.4786,1.4881,1.4768,1.4821,21624
2011.04.29,0:00,1.4822,1.4877,1.4803,1.4808,14494
2011.05.02,0:00,1.4814,1.4901,1.4762,1.4828,17914
